research_id,source_research_id,source_parameter_set_id,source_evidence_research_id,source_evidence_parameter_set_id,research_variant_id,parameter_set_id,advisory_status,cohort_id,event_family_id,segment_id,stock_id,stock_name,signal_date,retest_date,retest_attack_date,retest_entry_date,visual_pre_signal_context,visual_context_filter_result,stop_rule_id,exit_rule_id,outcome_rule_id,entry_price,exit_date,exit_price,exit_reason,holding_days,return_pct,mfe_pct,mae_pct,outcome_result,positive_return_result,approved_for_daily,production_readiness,generated_at
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,all_review_shortlist_events,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1305,華夏,20250213,20250214,20250219,20250220,bearish,excluded,retest_low_stop,fixed_20d_close,positive_return_after_fixed_20d,13.4,20250227,12.8,stop_hit,6,-4.477611940298509,2.6119402985074647,-4.477611940298509,loss,non_positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1305,華夏,20250213,20250214,20250219,20250220,bearish,excluded,retest_low_stop,fixed_20d_close,positive_return_after_fixed_20d,13.4,20250227,12.8,stop_hit,6,-4.477611940298509,2.6119402985074647,-4.477611940298509,loss,non_positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,all_review_shortlist_events,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1305,華夏,20250213,20250214,20250219,20250220,bearish,excluded,retest_low_stop,tp10_intraday_or_fixed_20d_close,tp10_intraday_required_else_loss,13.4,20250227,12.8,stop_hit,6,-4.477611940298509,2.6119402985074647,-4.477611940298509,loss,non_positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1305,華夏,20250213,20250214,20250219,20250220,bearish,excluded,retest_low_stop,tp10_intraday_or_fixed_20d_close,tp10_intraday_required_else_loss,13.4,20250227,12.8,stop_hit,6,-4.477611940298509,2.6119402985074647,-4.477611940298509,loss,non_positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,all_review_shortlist_events,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1305,華夏,20250213,20250214,20250219,20250220,bearish,excluded,retest_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,13.4,20250227,12.8,stop_hit,6,-4.477611940298509,2.6119402985074647,-4.477611940298509,loss,non_positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1305,華夏,20250213,20250214,20250219,20250220,bearish,excluded,retest_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,13.4,20250227,12.8,stop_hit,6,-4.477611940298509,2.6119402985074647,-4.477611940298509,loss,non_positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,all_review_shortlist_events,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1305,華夏,20250213,20250214,20250219,20250220,bearish,excluded,neckline_minus_2pct_stop,fixed_10d_close,positive_return_after_fixed_10d,13.4,20250306,13.35,fixed_10d_close,10,-0.3731343283582156,2.6119402985074647,-4.477611940298509,loss,non_positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1305,華夏,20250213,20250214,20250219,20250220,bearish,excluded,neckline_minus_2pct_stop,fixed_10d_close,positive_return_after_fixed_10d,13.4,20250306,13.35,fixed_10d_close,10,-0.3731343283582156,2.6119402985074647,-4.477611940298509,loss,non_positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,all_review_shortlist_events,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1305,華夏,20250213,20250214,20250219,20250220,bearish,excluded,neckline_minus_2pct_stop,fixed_20d_close,positive_return_after_fixed_20d,13.4,20250320,13.65,fixed_20d_close,20,1.8656716417910557,4.477611940298498,-4.477611940298509,win,positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1305,華夏,20250213,20250214,20250219,20250220,bearish,excluded,neckline_minus_2pct_stop,fixed_20d_close,positive_return_after_fixed_20d,13.4,20250320,13.65,fixed_20d_close,20,1.8656716417910557,4.477611940298498,-4.477611940298509,win,positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,all_review_shortlist_events,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1305,華夏,20250213,20250214,20250219,20250220,bearish,excluded,neckline_minus_2pct_stop,tp10_intraday_or_fixed_20d_close,tp10_intraday_required_else_loss,13.4,20250320,13.65,tp10_intraday_or_fixed_20d_close,20,1.8656716417910557,4.477611940298498,-4.477611940298509,loss,positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1305,華夏,20250213,20250214,20250219,20250220,bearish,excluded,neckline_minus_2pct_stop,tp10_intraday_or_fixed_20d_close,tp10_intraday_required_else_loss,13.4,20250320,13.65,tp10_intraday_or_fixed_20d_close,20,1.8656716417910557,4.477611940298498,-4.477611940298509,loss,positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,all_review_shortlist_events,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1305,華夏,20250213,20250214,20250219,20250220,bearish,excluded,neckline_minus_2pct_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,13.4,20250320,13.65,tp10_close_or_neutral_after_5pct_close_20d,20,1.8656716417910557,4.477611940298498,-4.477611940298509,loss,positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1305,華夏,20250213,20250214,20250219,20250220,bearish,excluded,neckline_minus_2pct_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,13.4,20250320,13.65,tp10_close_or_neutral_after_5pct_close_20d,20,1.8656716417910557,4.477611940298498,-4.477611940298509,loss,positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,all_review_shortlist_events,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1305,華夏,20250213,20250214,20250219,20250220,bearish,excluded,source_retest_or_neckline_2pct_stop,fixed_10d_close,positive_return_after_fixed_10d,13.4,20250306,13.35,fixed_10d_close,10,-0.3731343283582156,2.6119402985074647,-4.477611940298509,loss,non_positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1305,華夏,20250213,20250214,20250219,20250220,bearish,excluded,source_retest_or_neckline_2pct_stop,fixed_10d_close,positive_return_after_fixed_10d,13.4,20250306,13.35,fixed_10d_close,10,-0.3731343283582156,2.6119402985074647,-4.477611940298509,loss,non_positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,all_review_shortlist_events,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1305,華夏,20250213,20250214,20250219,20250220,bearish,excluded,source_retest_or_neckline_2pct_stop,fixed_20d_close,positive_return_after_fixed_20d,13.4,20250320,13.65,fixed_20d_close,20,1.8656716417910557,4.477611940298498,-4.477611940298509,win,positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1305,華夏,20250213,20250214,20250219,20250220,bearish,excluded,source_retest_or_neckline_2pct_stop,fixed_20d_close,positive_return_after_fixed_20d,13.4,20250320,13.65,fixed_20d_close,20,1.8656716417910557,4.477611940298498,-4.477611940298509,win,positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,all_review_shortlist_events,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1305,華夏,20250213,20250214,20250219,20250220,bearish,excluded,source_retest_or_neckline_2pct_stop,tp10_intraday_or_fixed_20d_close,tp10_intraday_required_else_loss,13.4,20250320,13.65,tp10_intraday_or_fixed_20d_close,20,1.8656716417910557,4.477611940298498,-4.477611940298509,loss,positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1305,華夏,20250213,20250214,20250219,20250220,bearish,excluded,source_retest_or_neckline_2pct_stop,tp10_intraday_or_fixed_20d_close,tp10_intraday_required_else_loss,13.4,20250320,13.65,tp10_intraday_or_fixed_20d_close,20,1.8656716417910557,4.477611940298498,-4.477611940298509,loss,positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,all_review_shortlist_events,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1305,華夏,20250213,20250214,20250219,20250220,bearish,excluded,source_retest_or_neckline_2pct_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,13.4,20250320,13.65,tp10_close_or_neutral_after_5pct_close_20d,20,1.8656716417910557,4.477611940298498,-4.477611940298509,loss,positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1305,華夏,20250213,20250214,20250219,20250220,bearish,excluded,source_retest_or_neckline_2pct_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,13.4,20250320,13.65,tp10_close_or_neutral_after_5pct_close_20d,20,1.8656716417910557,4.477611940298498,-4.477611940298509,loss,positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,all_review_shortlist_events,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1528,恩德,20250221,20250225,20250226,20250227,mixed,pass,signal_low_stop,fixed_10d_close,positive_return_after_fixed_10d,14.8,20250227,14.8,stop_hit,1,0.0,7.094594594594583,-1.3513513513513598,loss,non_positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_non_bearish,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1528,恩德,20250221,20250225,20250226,20250227,mixed,pass,signal_low_stop,fixed_10d_close,positive_return_after_fixed_10d,14.8,20250227,14.8,stop_hit,1,0.0,7.094594594594583,-1.3513513513513598,loss,non_positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,all_review_shortlist_events,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1528,恩德,20250221,20250225,20250226,20250227,mixed,pass,signal_low_stop,fixed_20d_close,positive_return_after_fixed_20d,14.8,20250227,14.8,stop_hit,1,0.0,7.094594594594583,-1.3513513513513598,loss,non_positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_non_bearish,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1528,恩德,20250221,20250225,20250226,20250227,mixed,pass,signal_low_stop,fixed_20d_close,positive_return_after_fixed_20d,14.8,20250227,14.8,stop_hit,1,0.0,7.094594594594583,-1.3513513513513598,loss,non_positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,all_review_shortlist_events,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1528,恩德,20250221,20250225,20250226,20250227,mixed,pass,signal_low_stop,tp10_intraday_or_fixed_20d_close,tp10_intraday_required_else_loss,14.8,20250227,14.8,stop_hit,1,0.0,7.094594594594583,-1.3513513513513598,loss,non_positive,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
