model_id,confirmation_model_id,overlay_model_id,research_id,source_research_id,research_variant_id,parameter_set_id,advisory_status,production_readiness,approved_for_daily,surface_id,event_set_id,entry_rule_id,source_outcome_rule_id,stop_rule_id,stop_rule_description,stop_basis,stop_buffer_pct,segment_id,segment_description,stock_id,stock_name,source_signal_date,entry_signal_date,entry_date,entry_open_price,left_low_date,right_low_date,left_low_price,right_low_price,w_structure_low_stop_level,stop_hit,stop_hit_date,exit_date,exit_close_price,exit_reason,return_pct,mature,success,positive_return,neutral_outcome,outcome_result,signal_market_regime,price_position_252_pct,price_level_bucket,slope_curvature_category,effective_mainstream_label,second_arc_volume_ratio,red_ratio_delta_pct,generated_at
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,w_structure_low_close_stop_d40,Stop when a close breaks the lower of the detected left-low and right-low prices.,min_left_right_low_price,0.0000,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",3308,聯德,20250827,20250827,20250828,16.8500,20250623,20250821,16.2500,15.8000,15.8000,true,20251014,20251014,15.8000,w_structure_low_close_stop_d40,-6.2315,true,false,false,false,loss,strong_bull,15.6489,bottom_quartile_level,smooth_rounded_w_like,core_mainstream,2.3065,-13.3333,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,w_structure_low_stop_d20_gain10_else_d40,"Stop when a close breaks the W-structure low; otherwise sell at D+20 close if D+20 return is >=10%, else hold to D+40 close.",min_left_right_low_price,0.0000,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",3308,聯德,20250827,20250827,20250828,16.8500,20250623,20250821,16.2500,15.8000,15.8000,true,20251014,20251014,15.8000,w_structure_low_stop_d20_gain10_else_d40,-6.2315,true,false,false,false,loss,strong_bull,15.6489,bottom_quartile_level,smooth_rounded_w_like,core_mainstream,2.3065,-13.3333,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,w_structure_low_close_stop_1pct_buffer_d40,Stop when a close breaks 1% below the lower of the detected left-low and right-low prices.,min_left_right_low_price,-1.0000,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",3308,聯德,20250827,20250827,20250828,16.8500,20250623,20250821,16.2500,15.8000,15.6420,true,20251030,20251030,15.4000,w_structure_low_close_stop_1pct_buffer_d40,-8.6053,true,false,false,false,loss,strong_bull,15.6489,bottom_quartile_level,smooth_rounded_w_like,core_mainstream,2.3065,-13.3333,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,no_fixed_stop_d40_v1,"Baseline v1: no structure stop; win at +10% close, neutral after +5% rollback, otherwise D+40 close.",none,,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",4438,廣越,20250911,20250911,20250917,74.5000,20250731,20250901,71.5000,70.4000,,false,,20251031,77.2000,neutral_returned_to_5pct_after_above_5pct,3.6242,false,false,true,true,neutral,strong_bull,18.6732,bottom_quartile_level,smooth_rounded_w_like,non_mainstream,1.4726,9.1575,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,right_low_close_stop_d40,Stop when a close breaks the detected right-low price.,right_low_price,0.0000,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",4438,廣越,20250911,20250911,20250917,74.5000,20250731,20250901,71.5000,70.4000,70.4000,true,20250926,20250926,70.1000,right_low_close_stop_d40,-5.9060,true,false,false,false,loss,strong_bull,18.6732,bottom_quartile_level,smooth_rounded_w_like,non_mainstream,1.4726,9.1575,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,w_structure_low_close_stop_d40,Stop when a close breaks the lower of the detected left-low and right-low prices.,min_left_right_low_price,0.0000,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",4438,廣越,20250911,20250911,20250917,74.5000,20250731,20250901,71.5000,70.4000,70.4000,true,20250926,20250926,70.1000,w_structure_low_close_stop_d40,-5.9060,true,false,false,false,loss,strong_bull,18.6732,bottom_quartile_level,smooth_rounded_w_like,non_mainstream,1.4726,9.1575,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,w_structure_low_stop_d20_gain10_else_d40,"Stop when a close breaks the W-structure low; otherwise sell at D+20 close if D+20 return is >=10%, else hold to D+40 close.",min_left_right_low_price,0.0000,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",4438,廣越,20250911,20250911,20250917,74.5000,20250731,20250901,71.5000,70.4000,70.4000,true,20250926,20250926,70.1000,w_structure_low_stop_d20_gain10_else_d40,-5.9060,true,false,false,false,loss,strong_bull,18.6732,bottom_quartile_level,smooth_rounded_w_like,non_mainstream,1.4726,9.1575,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,w_structure_low_close_stop_1pct_buffer_d40,Stop when a close breaks 1% below the lower of the detected left-low and right-low prices.,min_left_right_low_price,-1.0000,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",4438,廣越,20250911,20250911,20250917,74.5000,20250731,20250901,71.5000,70.4000,69.6960,true,20251001,20251001,69.5000,w_structure_low_close_stop_1pct_buffer_d40,-6.7114,true,false,false,false,loss,strong_bull,18.6732,bottom_quartile_level,smooth_rounded_w_like,non_mainstream,1.4726,9.1575,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,no_fixed_stop_d40_v1,"Baseline v1: no structure stop; win at +10% close, neutral after +5% rollback, otherwise D+40 close.",none,,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",9929,秋雨,20251003,20251003,20251007,13.4500,20250909,20250930,12.5000,12.4000,,false,,20251205,10.9000,fixed_40d_close_no_10pct_target,-18.9591,true,false,false,false,loss,strong_bull,36.4341,low_level,smooth_rounded_w_like,non_mainstream,1.2900,0.9569,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,right_low_close_stop_d40,Stop when a close breaks the detected right-low price.,right_low_price,0.0000,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",9929,秋雨,20251003,20251003,20251007,13.4500,20250909,20250930,12.5000,12.4000,12.4000,true,20251009,20251009,12.3000,right_low_close_stop_d40,-8.5502,true,false,false,false,loss,strong_bull,36.4341,low_level,smooth_rounded_w_like,non_mainstream,1.2900,0.9569,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,w_structure_low_close_stop_d40,Stop when a close breaks the lower of the detected left-low and right-low prices.,min_left_right_low_price,0.0000,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",9929,秋雨,20251003,20251003,20251007,13.4500,20250909,20250930,12.5000,12.4000,12.4000,true,20251009,20251009,12.3000,w_structure_low_close_stop_d40,-8.5502,true,false,false,false,loss,strong_bull,36.4341,low_level,smooth_rounded_w_like,non_mainstream,1.2900,0.9569,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,w_structure_low_stop_d20_gain10_else_d40,"Stop when a close breaks the W-structure low; otherwise sell at D+20 close if D+20 return is >=10%, else hold to D+40 close.",min_left_right_low_price,0.0000,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",9929,秋雨,20251003,20251003,20251007,13.4500,20250909,20250930,12.5000,12.4000,12.4000,true,20251009,20251009,12.3000,w_structure_low_stop_d20_gain10_else_d40,-8.5502,true,false,false,false,loss,strong_bull,36.4341,low_level,smooth_rounded_w_like,non_mainstream,1.2900,0.9569,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,w_structure_low_close_stop_1pct_buffer_d40,Stop when a close breaks 1% below the lower of the detected left-low and right-low prices.,min_left_right_low_price,-1.0000,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",9929,秋雨,20251003,20251003,20251007,13.4500,20250909,20250930,12.5000,12.4000,12.2760,true,20251014,20251014,12.0000,w_structure_low_close_stop_1pct_buffer_d40,-10.7807,true,false,false,false,loss,strong_bull,36.4341,low_level,smooth_rounded_w_like,non_mainstream,1.2900,0.9569,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,no_fixed_stop_d40_v1,"Baseline v1: no structure stop; win at +10% close, neutral after +5% rollback, otherwise D+40 close.",none,,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",6550,北極星藥業-KY,20251219,20251219,20251222,31.7000,20251121,20251209,28.8000,28.9000,,false,,20260224,35.7000,target_10pct_close,12.6183,true,true,true,false,win,strong_bull,18.8605,bottom_quartile_level,smooth_rounded_w_like,non_mainstream,1.3120,-3.5948,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,right_low_close_stop_d40,Stop when a close breaks the detected right-low price.,right_low_price,0.0000,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",6550,北極星藥業-KY,20251219,20251219,20251222,31.7000,20251121,20251209,28.8000,28.9000,28.9000,false,,20260224,35.7000,target_10pct_close,12.6183,true,true,true,false,win,strong_bull,18.8605,bottom_quartile_level,smooth_rounded_w_like,non_mainstream,1.3120,-3.5948,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,w_structure_low_close_stop_d40,Stop when a close breaks the lower of the detected left-low and right-low prices.,min_left_right_low_price,0.0000,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",6550,北極星藥業-KY,20251219,20251219,20251222,31.7000,20251121,20251209,28.8000,28.9000,28.8000,false,,20260224,35.7000,target_10pct_close,12.6183,true,true,true,false,win,strong_bull,18.8605,bottom_quartile_level,smooth_rounded_w_like,non_mainstream,1.3120,-3.5948,2026-06-29 09:28:06 Asia/Taipei
