# PRICE_WINDOW_137

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20251103,6.51,6.51,6.39,6.48,890254,,,,,,,,,,,,

PRICE_WINDOW_180_ROW_002=20251104,6.47,6.51,6.38,6.39,1018319,,,,,,-1.3889,,,,,,

PRICE_WINDOW_180_ROW_003=20251105,6.39,6.39,6.22,6.31,1163928,,,,,,-1.252,,,,,,

PRICE_WINDOW_180_ROW_004=20251106,6.31,6.44,6.27,6.41,868978,,,,,,1.5848,,,,,,

PRICE_WINDOW_180_ROW_005=20251107,6.38,6.51,6.35,6.43,666124,6.404,6.4528,6.404,6.404,6.404,0.312,,,0.7229,-0.3534,0.406,-1.2289

PRICE_WINDOW_180_ROW_006=20251110,6.43,6.43,6.28,6.29,1669310,6.366,6.4392,6.385,6.385,6.385,-2.1773,-2.9321,,1.5957,-2.3176,-1.4879,-3.3794

PRICE_WINDOW_180_ROW_007=20251111,6.29,6.3,6.18,6.24,1733642,6.336,6.4226,6.3643,6.3643,6.3643,-0.7949,-2.3474,,1.5149,-2.8436,-1.9529,-4.1475

PRICE_WINDOW_180_ROW_008=20251112,6.27,6.4,6.27,6.35,1640100,6.344,6.4166,6.3625,6.3625,6.3625,1.7628,0.6339,,1.3596,-1.0377,-0.1965,-2.4578

PRICE_WINDOW_180_ROW_009=20251113,6.38,6.38,6.27,6.33,429764,6.328,6.4094,6.3589,6.3589,6.3589,-0.315,-1.248,,0.3837,-1.2383,-0.4543,-2.765

PRICE_WINDOW_180_ROW_010=20251114,6.32,6.4,6.3,6.34,892643,6.31,6.4036,6.357,6.357,6.357,0.158,-1.3997,,0.8135,-0.993,-0.2674,-2.6114

