# PRICE_WINDOW_180

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20250825,16.35,16.7,16.35,16.6,38886.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,1.0,0.0,0.0,-0.5988

PRICE_WINDOW_180_ROW_002=20250826,16.35,16.7,16.35,16.6,38886.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,1.0,0.0,0.0,-0.5988

PRICE_WINDOW_180_ROW_003=20250827,16.35,16.7,16.35,16.6,38886.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,1.0,0.0,0.0,-0.5988

PRICE_WINDOW_180_ROW_004=20250828,16.35,16.7,16.35,16.6,38886.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,1.0,0.0,0.0,-0.5988

PRICE_WINDOW_180_ROW_005=20250829,16.35,16.7,16.35,16.6,38886.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,1.0,0.0,0.0,-0.5988

PRICE_WINDOW_180_ROW_006=20250901,16.35,16.7,16.35,16.6,38886.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,1.0,0.0,0.0,-0.5988

PRICE_WINDOW_180_ROW_007=20250902,16.35,16.7,16.35,16.6,38886.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,1.0,0.0,0.0,-0.5988

PRICE_WINDOW_180_ROW_008=20250903,16.35,16.7,16.35,16.6,38886.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,1.0,0.0,0.0,-0.5988

PRICE_WINDOW_180_ROW_009=20250904,16.35,16.7,16.35,16.6,38886.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,1.0,0.0,0.0,-0.5988

PRICE_WINDOW_180_ROW_010=20250905,16.35,16.7,16.35,16.6,38886.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,1.0,0.0,0.0,-0.5988

PRICE_WINDOW_180_ROW_011=20250909,16.35,16.7,16.35,16.6,38886.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,1.0,0.0,0.0,-0.5988

PRICE_WINDOW_180_ROW_012=20250910,16.35,16.7,16.35,16.6,38886.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,1.0,0.0,0.0,-0.5988

PRICE_WINDOW_180_ROW_013=20250911,16.35,16.7,16.35,16.6,38886.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,1.0,0.0,0.0,-0.5988

PRICE_WINDOW_180_ROW_014=20250917,16.35,16.7,16.35,16.6,38886.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,1.0,0.0,0.0,-0.5988

PRICE_WINDOW_180_ROW_015=20250918,16.35,16.7,16.35,16.6,38886.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,1.0,0.0,0.0,-0.5988

PRICE_WINDOW_180_ROW_016=20250919,16.35,16.7,16.35,16.6,38886.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,1.0,0.0,0.0,-0.5988

PRICE_WINDOW_180_ROW_017=20250922,16.35,16.7,16.35,16.6,38886.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,1.0,0.0,0.0,-0.5988

PRICE_WINDOW_180_ROW_018=20250923,16.35,16.7,16.35,16.6,38886.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,1.0,0.0,0.0,-0.5988

PRICE_WINDOW_180_ROW_019=20250924,16.35,16.7,16.35,16.6,38886.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,1.0,0.0,0.0,-0.5988

PRICE_WINDOW_180_ROW_020=20250925,16.35,16.7,16.35,16.6,38886.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,1.0,0.0,0.0,-0.5988

PRICE_WINDOW_180_ROW_021=20250926,16.35,16.7,16.35,16.6,38886.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,1.0,0.0,0.0,-0.5988

PRICE_WINDOW_180_ROW_022=20250930,16.35,16.7,16.35,16.6,38886.0,16.6,16.6,16.6,16.6,16.6,0.0,0.0,0.0,1.0,0.0,0.0,-0.5988

