as_of_date,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders,source_tdcc_dataset_id,tdcc_continuity_status,tdcc_missing_official_dates
20260430,70.39,,,,65.87,,,,63.32,,,,60.9,,,,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260508,70.28,-0.10999999999999943,,,65.79,-0.0799999999999983,,,63.24,-0.0799999999999983,,,60.82,-0.0799999999999983,,,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260515,70.27,-0.010000000000005116,-0.12000000000000455,,65.79,0.0,-0.0799999999999983,,63.24,0.0,-0.0799999999999983,,60.82,0.0,-0.0799999999999983,,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260522,70.26,-0.009999999999990905,-0.01999999999999602,-0.12999999999999545,65.78,-0.010000000000005116,-0.010000000000005116,-0.09000000000000341,63.23,-0.010000000000005116,-0.010000000000005116,-0.09000000000000341,60.81,-0.00999999999999801,-0.00999999999999801,-0.0899999999999963,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260529,70.5,0.23999999999999488,0.23000000000000398,0.21999999999999886,65.6,-0.18000000000000682,-0.19000000000001194,-0.19000000000001194,63.05,-0.17999999999999972,-0.19000000000000483,-0.19000000000000483,59.74,-1.0700000000000003,-1.0799999999999983,-1.0799999999999983,1,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260605,70.81,0.3100000000000023,0.5499999999999972,0.5400000000000063,66.33,0.730000000000004,0.5499999999999972,0.539999999999992,61.84,-1.2099999999999937,-1.3899999999999935,-1.3999999999999986,58.52,-1.2199999999999989,-2.289999999999999,-2.299999999999997,2,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260612,70.85,0.03999999999999204,0.3499999999999943,0.5899999999999892,65.9,-0.4299999999999926,0.30000000000001137,0.12000000000000455,62.72,0.8799999999999955,-0.3299999999999983,-0.509999999999998,59.41,0.8899999999999935,-0.3300000000000054,-1.4000000000000057,3,False,True,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260618,71.12,0.27000000000001023,0.3100000000000023,0.6200000000000045,66.66,0.7599999999999909,0.3299999999999983,1.0600000000000023,62.78,0.060000000000002274,0.9399999999999977,-0.269999999999996,60.36,0.9500000000000028,1.8399999999999963,0.6199999999999974,4,True,True,True,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260626,71.31,0.18999999999999773,0.46000000000000796,0.5,66.85,0.18999999999999773,0.9499999999999886,0.519999999999996,63.63,0.8500000000000014,0.9100000000000037,1.7899999999999991,60.43,0.07000000000000028,1.0200000000000031,1.9099999999999966,5,True,True,True,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260703,71.44,0.12999999999999545,0.3199999999999932,0.5900000000000034,66.98,0.13000000000000966,0.3200000000000074,1.0799999999999983,64.43,0.8000000000000043,1.6500000000000057,1.710000000000008,60.48,0.04999999999999716,0.11999999999999744,1.0700000000000003,6,True,True,True,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260709,71.05,-0.39000000000000057,-0.2600000000000051,-0.07000000000000739,66.97,-0.010000000000005116,0.12000000000000455,0.3100000000000023,64.44,0.009999999999990905,0.8099999999999952,1.6599999999999966,60.43,-0.04999999999999716,0.0,0.07000000000000028,7,False,True,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260717,71.06,0.010000000000005116,-0.37999999999999545,-0.25,66.46,-0.5100000000000051,-0.5200000000000102,-0.39000000000000057,63.88,-0.5599999999999952,-0.5500000000000043,0.25,59.0,-1.4299999999999997,-1.4799999999999969,-1.4299999999999997,8,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
