# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders,source_tdcc_dataset_id,tdcc_continuity_status,tdcc_missing_official_dates

TDCC_WINDOW_ROW_001=20260522,63.35,-0.030000000000001137,-0.04999999999999716,-0.5599999999999952,59.83,-0.010000000000005116,-0.020000000000003126,-0.03999999999999915,54.85,-0.00999999999999801,-0.01999999999999602,-0.03999999999999915,52.18,-0.00999999999999801,-0.020000000000003126,-0.03999999999999915,0,False,False,False,,,tdcc-20260807-01698d0b1c2355ac,complete,

TDCC_WINDOW_ROW_002=20260529,63.34,-0.00999999999999801,-0.03999999999999915,-0.05999999999999517,59.82,-0.00999999999999801,-0.020000000000003126,-0.030000000000001137,54.84,-0.00999999999999801,-0.01999999999999602,-0.02999999999999403,52.17,-0.00999999999999801,-0.01999999999999602,-0.030000000000001137,0,False,False,False,,,tdcc-20260807-01698d0b1c2355ac,complete,

TDCC_WINDOW_ROW_003=20260605,63.34,0.0,-0.00999999999999801,-0.03999999999999915,59.82,0.0,-0.00999999999999801,-0.020000000000003126,54.84,0.0,-0.00999999999999801,-0.01999999999999602,52.17,0.0,-0.00999999999999801,-0.01999999999999602,0,False,False,False,,,tdcc-20260807-01698d0b1c2355ac,complete,

TDCC_WINDOW_ROW_004=20260612,63.34,0.0,0.0,-0.00999999999999801,59.82,0.0,0.0,-0.00999999999999801,54.84,0.0,0.0,-0.00999999999999801,52.17,0.0,0.0,-0.00999999999999801,0,False,False,False,,,tdcc-20260807-01698d0b1c2355ac,complete,

TDCC_WINDOW_ROW_005=20260618,63.28,-0.060000000000002274,-0.060000000000002274,-0.060000000000002274,59.76,-0.060000000000002274,-0.060000000000002274,-0.060000000000002274,54.78,-0.060000000000002274,-0.060000000000002274,-0.060000000000002274,52.11,-0.060000000000002274,-0.060000000000002274,-0.060000000000002274,0,False,False,False,,,tdcc-20260807-01698d0b1c2355ac,complete,

TDCC_WINDOW_ROW_006=20260626,63.28,0.0,-0.060000000000002274,-0.060000000000002274,59.76,0.0,-0.060000000000002274,-0.060000000000002274,54.78,0.0,-0.060000000000002274,-0.060000000000002274,52.11,0.0,-0.060000000000002274,-0.060000000000002274,0,False,False,False,,,tdcc-20260807-01698d0b1c2355ac,complete,

TDCC_WINDOW_ROW_007=20260703,63.28,0.0,0.0,-0.060000000000002274,59.76,0.0,0.0,-0.060000000000002274,54.78,0.0,0.0,-0.060000000000002274,52.11,0.0,0.0,-0.060000000000002274,0,False,False,False,,,tdcc-20260807-01698d0b1c2355ac,complete,

TDCC_WINDOW_ROW_008=20260709,63.28,0.0,0.0,0.0,59.76,0.0,0.0,0.0,54.78,0.0,0.0,0.0,52.11,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260807-01698d0b1c2355ac,complete,

TDCC_WINDOW_ROW_009=20260717,63.28,0.0,0.0,0.0,59.76,0.0,0.0,0.0,54.78,0.0,0.0,0.0,52.11,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260807-01698d0b1c2355ac,complete,

TDCC_WINDOW_ROW_010=20260724,63.28,0.0,0.0,0.0,59.76,0.0,0.0,0.0,54.78,0.0,0.0,0.0,52.11,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260807-01698d0b1c2355ac,complete,

TDCC_WINDOW_ROW_011=20260731,63.28,0.0,0.0,0.0,59.76,0.0,0.0,0.0,54.78,0.0,0.0,0.0,52.11,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260807-01698d0b1c2355ac,complete,

TDCC_WINDOW_ROW_012=20260807,63.27,-0.00999999999999801,-0.00999999999999801,-0.00999999999999801,59.76,0.0,0.0,0.0,54.78,0.0,0.0,0.0,52.11,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260807-01698d0b1c2355ac,complete,
