# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260424,82.71,0.009999999999990905,81.16,0.009999999999990905,80.49,0.009999999999990905,80.49,0.009999999999990905,1,True,True,True,,

TDCC_WINDOW_ROW_002=20260430,82.73,0.020000000000010232,81.18,0.020000000000010232,80.51,0.020000000000010232,80.51,0.020000000000010232,2,True,True,True,,

TDCC_WINDOW_ROW_003=20260508,82.76,0.030000000000001137,81.21,0.029999999999986926,80.54,0.030000000000001137,80.54,0.030000000000001137,3,True,True,True,,

TDCC_WINDOW_ROW_004=20260515,82.79,0.030000000000001137,81.24,0.030000000000001137,80.57,0.029999999999986926,80.57,0.029999999999986926,4,True,True,True,,

TDCC_WINDOW_ROW_005=20260522,82.88,0.0899999999999892,81.33,0.09000000000000341,80.66,0.09000000000000341,80.66,0.09000000000000341,5,True,True,True,,

TDCC_WINDOW_ROW_006=20260529,82.92,0.04000000000000625,81.37,0.04000000000000625,80.69,0.030000000000001137,80.69,0.030000000000001137,6,True,True,True,,

TDCC_WINDOW_ROW_007=20260605,82.95,0.030000000000001137,81.4,0.030000000000001137,80.72,0.030000000000001137,80.72,0.030000000000001137,7,True,True,True,,

TDCC_WINDOW_ROW_008=20260612,82.97,0.01999999999999602,81.42,0.01999999999999602,80.74,0.01999999999999602,80.74,0.01999999999999602,8,True,True,True,,

TDCC_WINDOW_ROW_009=20260618,82.99,0.01999999999999602,81.44,0.01999999999999602,80.76,0.020000000000010232,80.76,0.020000000000010232,9,True,True,True,,

TDCC_WINDOW_ROW_010=20260626,82.99,0.0,81.44,0.0,80.76,0.0,80.76,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_011=20260703,82.99,0.0,81.44,0.0,80.76,0.0,80.76,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_012=20260717,83.01,0.020000000000010232,81.46,0.01999999999999602,80.77,0.009999999999990905,80.77,0.009999999999990905,1,True,True,True,,
