# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders,source_tdcc_dataset_id,tdcc_continuity_status,tdcc_missing_official_dates

TDCC_WINDOW_ROW_001=20260522,45.74,-0.35999999999999943,-0.14000000000000057,-2.030000000000001,43.42,-0.3299999999999983,-0.28999999999999915,-2.6099999999999994,42.77,0.0,0.04000000000000625,-1.5599999999999952,40.62,0.5,0.4799999999999969,-1.5900000000000034,2,False,True,False,,,tdcc-20260807-01698d0b1c2355ac,complete,

TDCC_WINDOW_ROW_002=20260529,46.19,0.44999999999999574,0.0899999999999963,0.30999999999999517,43.6,0.17999999999999972,-0.14999999999999858,-0.10999999999999943,42.87,0.09999999999999432,0.09999999999999432,0.14000000000000057,39.84,-0.779999999999994,-0.27999999999999403,-0.29999999999999716,3,False,True,False,,,tdcc-20260807-01698d0b1c2355ac,complete,

TDCC_WINDOW_ROW_003=20260605,46.25,0.060000000000002274,0.509999999999998,0.14999999999999858,43.64,0.03999999999999915,0.21999999999999886,-0.10999999999999943,42.41,-0.46000000000000085,-0.36000000000000654,-0.36000000000000654,39.8,-0.04000000000000625,-0.8200000000000003,-0.3200000000000003,4,False,False,False,,,tdcc-20260807-01698d0b1c2355ac,complete,

TDCC_WINDOW_ROW_004=20260612,44.16,-2.0900000000000034,-2.030000000000001,-1.5800000000000054,42.0,-1.6400000000000006,-1.6000000000000014,-1.4200000000000017,40.59,-1.8199999999999932,-2.279999999999994,-2.1799999999999997,38.83,-0.9699999999999989,-1.0100000000000051,-1.7899999999999991,0,False,False,False,,,tdcc-20260807-01698d0b1c2355ac,complete,

TDCC_WINDOW_ROW_005=20260618,44.67,0.5100000000000051,-1.5799999999999983,-1.519999999999996,42.76,0.759999999999998,-0.8800000000000026,-0.8400000000000034,41.7,1.1099999999999994,-0.7099999999999937,-1.1699999999999946,39.5,0.6700000000000017,-0.29999999999999716,-0.3400000000000034,1,True,True,True,,,tdcc-20260807-01698d0b1c2355ac,complete,

TDCC_WINDOW_ROW_006=20260626,44.75,0.0799999999999983,0.5900000000000034,-1.5,42.58,-0.17999999999999972,0.5799999999999983,-1.0600000000000023,41.88,0.17999999999999972,1.2899999999999991,-0.529999999999994,39.67,0.1700000000000017,0.8400000000000034,-0.12999999999999545,2,False,True,False,,,tdcc-20260807-01698d0b1c2355ac,complete,

TDCC_WINDOW_ROW_007=20260703,45.67,0.9200000000000017,1.0,1.5100000000000051,43.07,0.490000000000002,0.3100000000000023,1.0700000000000003,42.04,0.1599999999999966,0.3399999999999963,1.4499999999999957,39.82,0.14999999999999858,0.3200000000000003,0.990000000000002,3,True,True,True,,,tdcc-20260807-01698d0b1c2355ac,complete,

TDCC_WINDOW_ROW_008=20260709,45.86,0.18999999999999773,1.1099999999999994,1.1899999999999977,43.77,0.7000000000000028,1.1900000000000048,1.0100000000000051,42.37,0.3299999999999983,0.4899999999999949,0.6699999999999946,40.61,0.7899999999999991,0.9399999999999977,1.1099999999999994,4,True,True,True,,,tdcc-20260807-01698d0b1c2355ac,complete,

TDCC_WINDOW_ROW_009=20260717,44.54,-1.3200000000000003,-1.1300000000000026,-0.21000000000000085,41.71,-2.0600000000000023,-1.3599999999999994,-0.8699999999999974,41.36,-1.009999999999998,-0.6799999999999997,-0.5200000000000031,38.81,-1.7999999999999972,-1.009999999999998,-0.8599999999999994,0,False,False,False,,,tdcc-20260807-01698d0b1c2355ac,complete,

TDCC_WINDOW_ROW_010=20260724,44.27,-0.269999999999996,-1.5899999999999963,-1.3999999999999986,41.17,-0.5399999999999991,-2.6000000000000014,-1.8999999999999986,40.47,-0.8900000000000006,-1.8999999999999986,-1.5700000000000003,39.19,0.37999999999999545,-1.4200000000000017,-0.6300000000000026,1,False,True,False,,,tdcc-20260807-01698d0b1c2355ac,complete,

TDCC_WINDOW_ROW_011=20260731,44.92,0.6499999999999986,0.38000000000000256,-0.9399999999999977,42.18,1.009999999999998,0.46999999999999886,-1.5900000000000034,41.19,0.7199999999999989,-0.1700000000000017,-1.1799999999999997,39.41,0.21999999999999886,0.5999999999999943,-1.2000000000000028,2,True,True,True,,,tdcc-20260807-01698d0b1c2355ac,complete,

TDCC_WINDOW_ROW_012=20260807,44.98,0.05999999999999517,0.7099999999999937,0.4399999999999977,42.01,-0.1700000000000017,0.8399999999999963,0.29999999999999716,41.35,0.1600000000000037,0.8800000000000026,-0.00999999999999801,39.54,0.13000000000000256,0.3500000000000014,0.7299999999999969,3,False,True,False,,,tdcc-20260807-01698d0b1c2355ac,complete,
