# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders,source_tdcc_dataset_id,tdcc_continuity_status,tdcc_missing_official_dates

TDCC_WINDOW_ROW_001=20260430,17.68,,,,7.61,,,,5.22,,,,5.22,,,,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,

TDCC_WINDOW_ROW_002=20260508,19.02,1.3399999999999999,,,7.61,0.0,,,5.22,0.0,,,5.22,0.0,,,1,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,

TDCC_WINDOW_ROW_003=20260515,17.95,-1.0700000000000003,0.2699999999999996,,7.61,0.0,0.0,,5.22,0.0,0.0,,5.22,0.0,0.0,,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,

TDCC_WINDOW_ROW_004=20260522,19.29,1.3399999999999999,0.2699999999999996,1.6099999999999994,7.61,0.0,0.0,0.0,5.22,0.0,0.0,0.0,5.22,0.0,0.0,0.0,1,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,

TDCC_WINDOW_ROW_005=20260529,19.61,0.3200000000000003,1.6600000000000001,0.5899999999999999,7.61,0.0,0.0,0.0,5.22,0.0,0.0,0.0,5.22,0.0,0.0,0.0,2,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,

TDCC_WINDOW_ROW_006=20260605,19.42,-0.18999999999999773,0.13000000000000256,1.4700000000000024,7.61,0.0,0.0,0.0,5.22,0.0,0.0,0.0,5.22,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,

TDCC_WINDOW_ROW_007=20260612,17.88,-1.5400000000000027,-1.7300000000000004,-1.4100000000000001,7.61,0.0,0.0,0.0,5.22,0.0,0.0,0.0,5.22,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,

TDCC_WINDOW_ROW_008=20260618,16.38,-1.5,-3.0400000000000027,-3.2300000000000004,7.61,0.0,0.0,0.0,5.22,0.0,0.0,0.0,5.22,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,

TDCC_WINDOW_ROW_009=20260626,14.96,-1.4199999999999982,-2.919999999999998,-4.460000000000001,7.61,0.0,0.0,0.0,5.22,0.0,0.0,0.0,5.22,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,

TDCC_WINDOW_ROW_010=20260703,14.96,0.0,-1.4199999999999982,-2.919999999999998,7.61,0.0,0.0,0.0,5.22,0.0,0.0,0.0,5.22,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,

TDCC_WINDOW_ROW_011=20260709,14.96,0.0,0.0,-1.4199999999999982,7.61,0.0,0.0,0.0,5.22,0.0,0.0,0.0,5.22,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,

TDCC_WINDOW_ROW_012=20260717,14.97,0.009999999999999787,0.009999999999999787,0.009999999999999787,7.61,0.0,0.0,0.0,5.22,0.0,0.0,0.0,5.22,0.0,0.0,0.0,1,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
