as_of_date,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders,source_tdcc_dataset_id,tdcc_continuity_status,tdcc_missing_official_dates
20260430,63.09,,,,60.38,,,,58.91,,,,57.08,,,,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260508,63.67,0.5799999999999983,,,60.39,0.00999999999999801,,,58.92,0.010000000000005116,,,57.08,0.0,,,1,False,True,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260515,63.41,-0.2600000000000051,0.3199999999999932,,60.39,0.0,0.00999999999999801,,58.92,0.0,0.010000000000005116,,57.08,0.0,0.0,,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260522,62.87,-0.5399999999999991,-0.8000000000000043,-0.22000000000000597,60.39,0.0,0.0,0.00999999999999801,58.92,0.0,0.0,0.010000000000005116,57.08,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260529,62.88,0.010000000000005116,-0.529999999999994,-0.7899999999999991,60.39,0.0,0.0,0.0,58.92,0.0,0.0,0.0,57.08,0.0,0.0,0.0,1,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260605,63.14,0.259999999999998,0.2700000000000031,-0.269999999999996,60.38,-0.00999999999999801,-0.00999999999999801,-0.00999999999999801,58.92,0.0,0.0,0.0,57.08,0.0,0.0,0.0,2,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260612,63.25,0.10999999999999943,0.36999999999999744,0.38000000000000256,60.38,0.0,-0.00999999999999801,-0.00999999999999801,58.92,0.0,0.0,0.0,57.08,0.0,0.0,0.0,3,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260618,63.11,-0.14000000000000057,-0.030000000000001137,0.22999999999999687,60.92,0.5399999999999991,0.5399999999999991,0.5300000000000011,58.92,0.0,0.0,0.0,57.08,0.0,0.0,0.0,4,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260626,63.13,0.020000000000003126,-0.11999999999999744,-0.00999999999999801,60.92,0.0,0.5399999999999991,0.5399999999999991,58.92,0.0,0.0,0.0,57.08,0.0,0.0,0.0,5,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260703,63.12,-0.010000000000005116,0.00999999999999801,-0.13000000000000256,60.9,-0.020000000000003126,-0.020000000000003126,0.519999999999996,58.91,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,57.08,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260709,63.13,0.010000000000005116,0.0,0.020000000000003126,60.91,0.00999999999999801,-0.010000000000005116,-0.010000000000005116,58.92,0.010000000000005116,0.0,0.0,57.08,0.0,0.0,0.0,1,False,True,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260717,63.4,0.269999999999996,0.28000000000000114,0.269999999999996,60.91,0.0,0.00999999999999801,-0.010000000000005116,58.91,-0.010000000000005116,0.0,-0.010000000000005116,57.08,0.0,0.0,0.0,2,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
