as_of_date,stock_id,stock_name,theme,retail_ratio,retail_ratio_change_1w,total_shareholders,total_shareholders_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,theme_breadth_level,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w
20260430,6541,泰福-KY,,,,,,0,False,False,False,Neutral,71.55,,,,68.24,,,,67.16,,,,65.88,,,
20260508,6541,泰福-KY,,,,,,0,False,False,False,Neutral,71.54,-0.009999999999990905,,,68.21,-0.030000000000001137,,,67.13,-0.030000000000001137,,,65.85,-0.030000000000001137,,
20260515,6541,泰福-KY,,,,,,1,False,False,False,Neutral,71.69,0.14999999999999147,0.14000000000000057,,68.42,0.21000000000000796,0.18000000000000682,,67.08,-0.04999999999999716,-0.0799999999999983,,65.44,-0.4099999999999966,-0.4399999999999977,
20260522,6541,泰福-KY,,,,,,2,False,False,False,Neutral,71.9,0.21000000000000796,0.35999999999999943,0.3500000000000085,68.64,0.21999999999999886,0.4300000000000068,0.4000000000000057,67.06,-0.01999999999999602,-0.06999999999999318,-0.09999999999999432,65.44,0.0,-0.4099999999999966,-0.4399999999999977
20260529,6541,泰福-KY,,,,,,3,False,False,False,Neutral,71.92,0.01999999999999602,0.23000000000000398,0.37999999999999545,68.65,0.010000000000005116,0.23000000000000398,0.44000000000001194,67.05,-0.010000000000005116,-0.030000000000001137,-0.0799999999999983,65.38,-0.060000000000002274,-0.060000000000002274,-0.46999999999999886
20260605,6541,泰福-KY,,,,,,4,False,False,False,Neutral,72.08,0.1599999999999966,0.1799999999999926,0.39000000000000057,68.62,-0.030000000000001137,-0.01999999999999602,0.20000000000000284,67.03,-0.01999999999999602,-0.030000000000001137,-0.04999999999999716,65.38,0.0,-0.060000000000002274,-0.060000000000002274
20260612,6541,泰福-KY,,,,,,5,False,True,False,Neutral,72.16,0.0799999999999983,0.23999999999999488,0.2599999999999909,68.87,0.25,0.21999999999999886,0.23000000000000398,67.05,0.01999999999999602,0.0,-0.010000000000005116,65.37,-0.009999999999990905,-0.009999999999990905,-0.06999999999999318
20260618,6541,泰福-KY,,,,,,6,False,True,False,Neutral,72.15,-0.009999999999990905,0.07000000000000739,0.23000000000000398,68.87,0.0,0.25,0.21999999999999886,67.04,-0.009999999999990905,0.010000000000005116,-0.009999999999990905,65.72,0.3499999999999943,0.3400000000000034,0.3400000000000034
20260626,6541,泰福-KY,,,,,,0,False,False,False,Neutral,71.87,-0.28000000000000114,-0.28999999999999204,-0.20999999999999375,68.78,-0.09000000000000341,-0.09000000000000341,0.1599999999999966,66.93,-0.10999999999999943,-0.11999999999999034,-0.09999999999999432,65.61,-0.10999999999999943,0.23999999999999488,0.23000000000000398
20260703,6541,泰福-KY,,,,,,0,False,False,False,Neutral,71.81,-0.060000000000002274,-0.3400000000000034,-0.3499999999999943,68.72,-0.060000000000002274,-0.15000000000000568,-0.15000000000000568,66.88,-0.05000000000001137,-0.1600000000000108,-0.1700000000000017,64.85,-0.7600000000000051,-0.8700000000000045,-0.5200000000000102
