Date,SecuritiesCompanyCode,CompanyName,TradingInformation,ClosePrice,PriceEarningRatio
1150604,2061,風青,最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達183.49%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達154.65%(第二款),43.80,N/A
1150604,3114,好德,最近六個營業日(含當日)累積之最後成交價漲幅達36.42%(第一款)當日之成交量較最近六十個營業日日平均成交量放大9.35倍(第三款)當日週轉率達5.81%(第四款),40.60,15.38
1150604,3147,大綜,最近六個營業日(含當日)累積之最後成交價漲幅達38.69%(第一款)凱基證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為45.73%(第五款)最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣88.5元(第十一款),266.50,29.84
1150604,3221,台嘉碩,最近六個營業日(含當日)之累積週轉率為81.64%，當日週轉率達11.57%(第十款),55.30,190.69
1150604,3234,光環,最近六個營業日(含當日)累積之最後成交價漲幅達29.68%，當日週轉率達5.7%(第四款)當日本益比為N/A、股價淨值比為21.36且為其所屬產業類別股價淨值比之2.69倍(第六款),136.50,N/A
1150604,3288,點晶,最近六個營業日(含當日)累積之最後成交價漲幅達50.66%(第一款),24.25,N/A
1150604,3511,矽瑪,最近六個營業日(含當日)累積之最後成交價漲幅達30.62%(第一款)當日之成交量較最近六十個營業日日平均成交量放大11.84倍(第三款)當日週轉率達8.35%(第四款),27.00,N/A
1150604,3523,迎輝,最近六個營業日(含當日)累積之最後成交價漲幅達59.34%(第一款),23.25,N/A
1150604,3555,博士旺,最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達180.38%(第二款),233.00,33.57
1150604,3556,禾瑞亞,最近六個營業日(含當日)累積之最後成交價漲幅達27.97%，元大證券公司當日受託賣出該有價證券之成交量占當日該有價證券總成交量之比率為30.93%(第五款),72.80,24.93
1150604,3581,博磊,最近六個營業日(含當日)累積之最後成交價跌幅達25.76%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣47.5元(第一款)當日本益比為143.66、股價淨值比為10.85且為其所屬產業類別股價淨值比之1.86倍、當日週轉率達5.34%、摩根士丹利證券公司當日賣出該有價證券之成交金額達1.06億元，且占當日該有價證券之總成交金額19.1%、單一投資人當日賣出該有價證券之成交金額達1.06億元，且占當日該有價證券之總成交金額19.1%(第六款),192.50,143.66
1150604,4153,鈺緯,最近六個營業日(含當日)之日平均成交量較最近六十個營業日日平均成交量放大為5.9倍，當日成交量較最近六十個營業日之日平均成交量放大為32.43倍(第九款),31.45,20.42
1150604,4707,磐亞,最近六個營業日(含當日)累積之最後成交價漲幅達35.66%(第一款),21.10,22.69
1150604,4741,泓瀚,最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達183.55%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達182.3%(第二款),63.80,127.60
1150604,4931,新盛力,最近六個營業日(含當日)累積之最後成交價漲幅達23.85%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣51元(第一款),260.00,81.00
1150604,5426,振發,最近六個營業日(含當日)累積之最後成交價漲幅達41.1%(第一款)元大證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為32.41%，華南永昌證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為35.53%(第五款),27.25,69.87
1150604,5701,劍湖山,最近六個營業日(含當日)累積之最後成交價漲幅達59.72%(第一款)元大證券公司當日受託賣出該有價證券之成交量占當日該有價證券總成交量之比率為47.19%(第五款),5.85,N/A
1150604,5864,致和證,最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達180.33%(第二款),50.60,7.19
1150604,60152,宏遠證二,最近六個營業日(含當日)累積之最後成交價漲幅達27.56%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣55元(第一款),235.00,N/A
1150604,6127,九豪,最近六個營業日(含當日)累積之最後成交價漲幅達29.91%，當日週轉率達19.14%(第四款),75.20,N/A
1150604,6140,訊達,最近六個營業日(含當日)累積之最後成交價漲幅達27.36%，當日之成交量較最近六十個營業日日平均成交量放大6.65倍(第三款),25.35,N/A
1150604,6187,萬潤,最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達195.36%(第二款),1115.00,73.89
1150604,6207,雷科,最近六個營業日(含當日)累積之最後成交價漲幅達40.67%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達170.79%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達197.08%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達201.77%(第二款)當日週轉率達25.95%(第四款),153.00,242.86
1150604,62075,雷科五,最近六個營業日(含當日)累積之最後成交價漲幅達40.39%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達160%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達173.05%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達162.28%(第二款)最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣96元(第十一款),299.00,N/A
1150604,62076,雷科六,最近六個營業日(含當日)累積之最後成交價漲幅達39.98%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達148.16%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達176.36%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達167.01%(第二款)最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣93元(第十一款),304.00,N/A
1150604,6217,中探針,當日本益比為N/A、股價淨值比為10.27且為其所屬產業類別股價淨值比之2.1倍、當日週轉率達8.03%(第六款),266.00,N/A
1150604,6263,普萊德,最近六個營業日(自當日之前一個營業日起)之借券賣出成交量占總成交量比率達13.78%，當日之前一個營業日借券賣出成交量較最近六十個營業日(自當日之前一個營業日起)之日平均借券賣出成交量放大為11倍(第十二款),181.50,21.81
1150604,6548,長科*,最近六個營業日(含當日)累積之最後成交價漲幅達49.43%(第一款),98.10,59.82
1150604,6727,亞泰金屬,最近六個營業日(含當日)累積之最後成交價跌幅達24.25%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣88.5元(第一款),489.50,57.59
1150604,6907,雅特力-KY,最近六個營業日(含當日)累積之最後成交價漲幅達28.57%，當日週轉率達7.65%(第四款),154.00,59.92
1150604,76101,聯友金屬一創,最近六個營業日(含當日)累積之最後成交價漲幅達45.34%(第一款),215.00,N/A
1150604,7709,榮田,最近六個營業日(含當日)累積之最後成交價漲幅達30.84%(第一款),122.50,60.64
1150604,7734,印能科技,最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣560元(第十一款),3110.00,79.20
1150604,8043,蜜望實,最近六個營業日(含當日)之累積週轉率為133.51%，當日週轉率達12.68%(第十款),145.00,43.54
1150604,8085,福華,最近六個營業日(含當日)累積之最後成交價漲幅達39.44%(第一款)凱基證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為34.5%(第五款),16.10,N/A
1150604,8088,品安,最近六個營業日(含當日)之累積週轉率為103.48%，當日週轉率達23.5%(第十款),67.60,26.00
1150604,8277,商丞,最近六個營業日(含當日)累積之最後成交價漲幅達54.6%(第一款)當日之成交量較最近六十個營業日日平均成交量放大13.13倍(第三款)當日週轉率達6.82%(第四款),12.00,N/A
1150604,8291,尚茂,最近六個營業日(含當日)累積之最後成交價跌幅達39.77%(第一款),78.80,N/A
1150604,8358,金居,當日本益比為108.45、股價淨值比為17.51且為其所屬產業類別股價淨值比之3.59倍、當日週轉率達7.69%(第六款),565.00,108.45
