review_code,msci_index_segment,effective_date,action,msci_company_name,stock_id,mapping_status,event_type,source_url,error_message,entry_date,entry_open,sample_status,stock_name,market,benchmark_code,mature_ret_d5,ret_d5_exit_date,ret_d5_close,ret_d5_return,ret_d5_benchmark_return,ret_d5_relative_return,mature_ret_d10,ret_d10_exit_date,ret_d10_close,ret_d10_return,ret_d10_benchmark_return,ret_d10_relative_return,mature_ret_d15,ret_d15_exit_date,ret_d15_close,ret_d15_return,ret_d15_benchmark_return,ret_d15_relative_return,mature_ret_d20,ret_d20_exit_date,ret_d20_close,ret_d20_return,ret_d20_benchmark_return,ret_d20_relative_return
Feb25,small_cap,20250228,addition,TIGERAIR TAIWAN,6757,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,,20250407,81.5,price_history_starts_after_event,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb25,small_cap,20250228,addition,WALSIN LIHWA CORP,1605,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,,20250407,21.85,price_history_starts_after_event,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb25,small_cap,20250228,deletion,ELITE MATERIAL CO,2383,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,,20250407,474.5,price_history_starts_after_event,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb25,small_cap,20250228,deletion,FORMOSA ADVANCED TECH,8131,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,,20250407,26.05,price_history_starts_after_event,,,,,,,,,,,,,,,,,,,,,,,,,,,
May25,small_cap,20250530,addition,EZCONN,6442,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,,20250602,451.0,ok,光聖,TWSE,TWSE,True,20250606,480.5,6.541,1.9135,4.6275,True,20250613,471.5,4.5455,3.8533,0.6922,True,20250620,454.5,0.7761,3.7253,-2.9492,True,20250627,477.0,5.765,6.2394,-0.4744
May25,small_cap,20250530,addition,TAIWAN SPECIALITY CHEM,4772,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,,20250602,302.5,ok,台特化,TPEx,TPEX,True,20250606,300.0,-0.8264,0.1675,-0.9939,True,20250613,300.0,-0.8264,1.8728,-2.6992,True,20250620,300.0,-0.8264,-0.1675,-0.6589,True,20250627,300.0,-0.8264,2.9525,-3.7789
May25,small_cap,20250530,deletion,DYNAMIC HOLDING,3715,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,,20250602,41.8,ok,定穎投控,TWSE,TWSE,True,20250606,42.1,0.7177,1.9135,-1.1958,True,20250613,41.0,-1.9139,3.8533,-5.7672,True,20250620,39.75,-4.9043,3.7253,-8.6296,True,20250627,46.3,10.7656,6.2394,4.5262
May25,small_cap,20250530,deletion,SDI CORPORATION,2351,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,,20250602,71.9,ok,順德,TWSE,TWSE,True,20250606,70.6,-1.8081,1.9135,-3.7216,True,20250613,71.5,-0.5563,3.8533,-4.4096,True,20250620,69.8,-2.9207,3.7253,-6.646,True,20250627,72.9,1.3908,6.2394,-4.8486
May25,small_cap,20250530,deletion,TPK HOLDING CO,3673,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,,20250602,31.0,ok,TPK-KY,TWSE,TWSE,True,20250606,30.75,-0.8065,1.9135,-2.72,True,20250613,31.3,0.9677,3.8533,-2.8856,True,20250620,30.6,-1.2903,3.7253,-5.0156,True,20250627,31.7,2.2581,6.2394,-3.9813
Aug25,global_standard,20250826,addition,CALIWAY BIOPHARMA,6919,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Aug25_STPublicList.pdf,,20250827,202.0,ok,康霈*,TWSE,TWSE,True,20250902,231.5,14.604,-1.7711,16.3751,True,20250910,229.5,13.6139,3.038,10.5759,True,20250922,195.0,-3.4653,5.8519,-9.3172,True,20250930,185.5,-8.1683,5.6063,-13.7746
Aug25,global_standard,20250826,addition,KING SLIDE WORKS CO,2059,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Aug25_STPublicList.pdf,,20250827,3000.0,ok,川湖,TWSE,TWSE,True,20250902,2930.0,-2.3333,-1.7711,-0.5622,True,20250910,3485.0,16.1667,3.038,13.1287,True,20250922,3250.0,8.3333,5.8519,2.4814,True,20250930,3290.0,9.6667,5.6063,4.0604
Aug25,global_standard,20250826,deletion,POU CHEN CORP,9904,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Aug25_STPublicList.pdf,,20250827,28.5,ok,寶成,TWSE,TWSE,True,20250902,28.1,-1.4035,-1.7711,0.3676,True,20250910,29.05,1.9298,3.038,-1.1082,True,20250922,28.95,1.5789,5.8519,-4.273,True,20250930,28.85,1.2281,5.6063,-4.3782
Aug25,global_standard,20250826,deletion,RUENTEX DEVELOPMENT CO,9945,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Aug25_STPublicList.pdf,,20250827,29.5,ok,潤泰新,TWSE,TWSE,True,20250902,29.8,1.0169,-1.7711,2.788,True,20250910,31.05,5.2542,3.038,2.2162,True,20250922,29.85,1.1864,5.8519,-4.6655,True,20250930,29.6,0.339,5.6063,-5.2673
Aug25,small_cap,20250826,addition,FULLTECH FIBER GLASS,1815,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Aug25_SCPublicList.pdf,,20250827,107.5,ok,富喬,TPEx,TPEX,True,20250902,106.0,-1.3953,0.1516,-1.5469,True,20250910,106.0,-1.3953,4.0132,-5.4085,True,20250922,106.0,-1.3953,6.1356,-7.5309,True,20250930,106.0,-1.3953,4.3284,-5.7237
Aug25,small_cap,20250826,addition,POU CHEN CORP,9904,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Aug25_SCPublicList.pdf,,20250827,28.5,ok,寶成,TWSE,TWSE,True,20250902,28.1,-1.4035,-1.7711,0.3676,True,20250910,29.05,1.9298,3.038,-1.1082,True,20250922,28.95,1.5789,5.8519,-4.273,True,20250930,28.85,1.2281,5.6063,-4.3782
Aug25,small_cap,20250826,addition,RUENTEX DEVELOPMENT CO,9945,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Aug25_SCPublicList.pdf,,20250827,29.5,ok,潤泰新,TWSE,TWSE,True,20250902,29.8,1.0169,-1.7711,2.788,True,20250910,31.05,5.2542,3.038,2.2162,True,20250922,29.85,1.1864,5.8519,-4.6655,True,20250930,29.6,0.339,5.6063,-5.2673
Aug25,small_cap,20250826,deletion,CALIWAY BIOPHARMA,6919,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Aug25_SCPublicList.pdf,,20250827,202.0,ok,康霈*,TWSE,TWSE,True,20250902,231.5,14.604,-1.7711,16.3751,True,20250910,229.5,13.6139,3.038,10.5759,True,20250922,195.0,-3.4653,5.8519,-9.3172,True,20250930,185.5,-8.1683,5.6063,-13.7746
Aug25,small_cap,20250826,deletion,KING SLIDE WORKS CO,2059,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Aug25_SCPublicList.pdf,,20250827,3000.0,ok,川湖,TWSE,TWSE,True,20250902,2930.0,-2.3333,-1.7711,-0.5622,True,20250910,3485.0,16.1667,3.038,13.1287,True,20250922,3250.0,8.3333,5.8519,2.4814,True,20250930,3290.0,9.6667,5.6063,4.0604
Nov25,global_standard,20251124,addition,ASPEED TECHNOLOGY,5274,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,,20251125,6725.0,ok,信驊,TPEx,TPEX,True,20251201,6915.0,2.8253,3.2889,-0.4636,True,20251208,6515.0,-3.1227,4.3428,-7.4655,True,20251215,6795.0,1.0409,5.4524,-4.4115,True,20251222,6800.0,1.1152,6.1245,-5.0093
Nov25,global_standard,20251124,addition,BIZLINK HOLDING,3665,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,,20251125,1605.0,ok,貿聯-KY,TWSE,TWSE,True,20251201,1600.0,-0.3115,1.284,-1.5955,True,20251208,1515.0,-5.6075,4.8447,-10.4522,True,20251215,1475.0,-8.0997,3.2266,-11.3263,True,20251222,1475.0,-8.0997,4.2738,-12.3735
Nov25,global_standard,20251124,addition,CHROMA ATE,2360,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,,20251125,834.0,ok,致茂,TWSE,TWSE,True,20251201,785.0,-5.8753,1.284,-7.1593,True,20251208,805.0,-3.4772,4.8447,-8.3219,True,20251215,769.0,-7.7938,3.2266,-11.0204,True,20251222,756.0,-9.3525,4.2738,-13.6263
Nov25,global_standard,20251124,addition,GOLD CIRCUIT ELECTRONICS,2368,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,,20251125,556.0,ok,金像電,TWSE,TWSE,True,20251201,622.0,11.8705,1.284,10.5865,True,20251208,588.0,5.7554,4.8447,0.9107,True,20251215,603.0,8.4532,3.2266,5.2266,True,20251222,650.0,16.9065,4.2738,12.6327
Nov25,global_standard,20251124,addition,KING YUAN ELECTRONICS CO,2449,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,,20251125,210.0,ok,京元電子,TWSE,TWSE,True,20251201,217.5,3.5714,1.284,2.2874,True,20251208,228.0,8.5714,4.8447,3.7267,True,20251215,221.5,5.4762,3.2266,2.2496,True,20251222,221.0,5.2381,4.2738,0.9643
Nov25,global_standard,20251124,addition,TECO ELECTRIC & MACH,1504,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,,20251125,95.0,ok,東元,TWSE,TWSE,True,20251201,85.0,-10.5263,1.284,-11.8103,True,20251208,88.6,-6.7368,4.8447,-11.5815,True,20251215,84.2,-11.3684,3.2266,-14.595,True,20251222,87.7,-7.6842,4.2738,-11.958
Nov25,global_standard,20251124,deletion,ACER,2353,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,,20251125,27.45,ok,宏碁,TWSE,TWSE,True,20251201,27.3,-0.5464,1.284,-1.8304,True,20251208,26.7,-2.7322,4.8447,-7.5769,True,20251215,26.7,-2.7322,3.2266,-5.9588,True,20251222,26.1,-4.918,4.2738,-9.1918
Nov25,global_standard,20251124,deletion,AUO CORP,2409,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,,20251125,10.95,ok,友達,TWSE,TWSE,True,20251201,11.35,3.653,1.284,2.369,True,20251208,11.6,5.9361,4.8447,1.0914,True,20251215,11.45,4.5662,3.2266,1.3396,True,20251222,11.25,2.7397,4.2738,-1.5341
Nov25,global_standard,20251124,deletion,MICRO-STAR INTERNATIONAL,2377,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,,20251125,103.0,ok,微星,TWSE,TWSE,True,20251201,102.5,-0.4854,1.284,-1.7694,True,20251208,101.0,-1.9417,4.8447,-6.7864,True,20251215,101.0,-1.9417,3.2266,-5.1683,True,20251222,101.0,-1.9417,4.2738,-6.2155
Nov25,global_standard,20251124,deletion,SILERGY CORP,6415,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,,20251125,186.5,ok,矽力*-KY,TWSE,TWSE,True,20251201,205.0,9.9196,1.284,8.6356,True,20251208,202.0,8.311,4.8447,3.4663,True,20251215,200.5,7.5067,3.2266,4.2801,True,20251222,200.0,7.2386,4.2738,2.9648
Nov25,global_standard,20251124,deletion,SYNNEX TECHNOLOGY INTL,2347,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,,20251125,59.5,ok,聯強,TWSE,TWSE,True,20251201,60.7,2.0168,1.284,0.7328,True,20251208,60.7,2.0168,4.8447,-2.8279,True,20251215,59.5,0.0,3.2266,-3.2266,True,20251222,58.5,-1.6807,4.2738,-5.9545
Nov25,global_standard,20251124,deletion,VOLTRONIC POWER TECH,6409,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,,20251125,997.0,ok,旭隼,TWSE,TWSE,True,20251201,1105.0,10.8325,1.284,9.5485,True,20251208,1035.0,3.8114,4.8447,-1.0333,True,20251215,997.0,0.0,3.2266,-3.2266,True,20251222,962.0,-3.5105,4.2738,-7.7843
Nov25,global_standard,20251124,deletion,WPG HOLDINGS CO,3702,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,,20251125,62.8,ok,大聯大,TWSE,TWSE,True,20251201,66.2,5.414,1.284,4.13,True,20251208,66.0,5.0955,4.8447,0.2508,True,20251215,63.1,0.4777,3.2266,-2.7489,True,20251222,59.0,-6.051,4.2738,-10.3248
Nov25,small_cap,20251124,addition,ABILITY ENTERPRISE CO,2374,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,,20251125,76.7,ok,佳能,TWSE,TWSE,True,20251201,78.8,2.7379,1.284,1.4539,True,20251208,83.2,8.4746,4.8447,3.6299,True,20251215,78.8,2.7379,3.2266,-0.4887,True,20251222,78.0,1.6949,4.2738,-2.5789
Nov25,small_cap,20251124,addition,ACER,2353,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,,20251125,27.45,ok,宏碁,TWSE,TWSE,True,20251201,27.3,-0.5464,1.284,-1.8304,True,20251208,26.7,-2.7322,4.8447,-7.5769,True,20251215,26.7,-2.7322,3.2266,-5.9588,True,20251222,26.1,-4.918,4.2738,-9.1918
Nov25,small_cap,20251124,addition,AUO CORP,2409,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,,20251125,10.95,ok,友達,TWSE,TWSE,True,20251201,11.35,3.653,1.284,2.369,True,20251208,11.6,5.9361,4.8447,1.0914,True,20251215,11.45,4.5662,3.2266,1.3396,True,20251222,11.25,2.7397,4.2738,-1.5341
Nov25,small_cap,20251124,addition,DYNAMIC HOLDING,3715,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,,20251125,113.5,ok,定穎投控,TWSE,TWSE,True,20251201,116.0,2.2026,1.284,0.9186,True,20251208,117.0,3.0837,4.8447,-1.761,True,20251215,118.0,3.9648,3.2266,0.7382,True,20251222,120.0,5.7269,4.2738,1.4531
Nov25,small_cap,20251124,addition,LONGWELL CO,6290,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,,20251125,184.0,ok,良維,TPEx,TPEX,True,20251201,174.0,-5.4348,3.2889,-8.7237,True,20251208,166.5,-9.5109,4.3428,-13.8537,True,20251215,180.5,-1.9022,5.4524,-7.3546,True,20251222,181.0,-1.6304,6.1245,-7.7549
Nov25,small_cap,20251124,addition,MICRO-STAR INTERNATIONAL,2377,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,,20251125,103.0,ok,微星,TWSE,TWSE,True,20251201,102.5,-0.4854,1.284,-1.7694,True,20251208,101.0,-1.9417,4.8447,-6.7864,True,20251215,101.0,-1.9417,3.2266,-5.1683,True,20251222,101.0,-1.9417,4.2738,-6.2155
Nov25,small_cap,20251124,addition,SILERGY CORP,6415,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,,20251125,186.5,ok,矽力*-KY,TWSE,TWSE,True,20251201,205.0,9.9196,1.284,8.6356,True,20251208,202.0,8.311,4.8447,3.4663,True,20251215,200.5,7.5067,3.2266,4.2801,True,20251222,200.0,7.2386,4.2738,2.9648
Nov25,small_cap,20251124,addition,SYNNEX TECHNOLOGY INTL,2347,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,,20251125,59.5,ok,聯強,TWSE,TWSE,True,20251201,60.7,2.0168,1.284,0.7328,True,20251208,60.7,2.0168,4.8447,-2.8279,True,20251215,59.5,0.0,3.2266,-3.2266,True,20251222,58.5,-1.6807,4.2738,-5.9545
Nov25,small_cap,20251124,addition,VOLTRONIC POWER TECH,6409,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,,20251125,997.0,ok,旭隼,TWSE,TWSE,True,20251201,1105.0,10.8325,1.284,9.5485,True,20251208,1035.0,3.8114,4.8447,-1.0333,True,20251215,997.0,0.0,3.2266,-3.2266,True,20251222,962.0,-3.5105,4.2738,-7.7843
Nov25,small_cap,20251124,addition,WPG HOLDINGS CO,3702,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,,20251125,62.8,ok,大聯大,TWSE,TWSE,True,20251201,66.2,5.414,1.284,4.13,True,20251208,66.0,5.0955,4.8447,0.2508,True,20251215,63.1,0.4777,3.2266,-2.7489,True,20251222,59.0,-6.051,4.2738,-10.3248
Nov25,small_cap,20251124,deletion,ADLINK TECHNOLOGY,6166,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,,20251125,57.5,ok,凌華,TWSE,TWSE,True,20251201,61.9,7.6522,1.284,6.3682,True,20251208,67.1,16.6957,4.8447,11.851,True,20251215,65.9,14.6087,3.2266,11.3821,True,20251222,65.6,14.087,4.2738,9.8132
Nov25,small_cap,20251124,deletion,ADVANCETEK ENTERPRISE CO,1442,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,,20251125,31.8,ok,名軒,TWSE,TWSE,True,20251201,31.65,-0.4717,1.284,-1.7557,True,20251208,32.05,0.7862,4.8447,-4.0585,True,20251215,31.7,-0.3145,3.2266,-3.5411,True,20251222,30.05,-5.5031,4.2738,-9.7769
Nov25,small_cap,20251124,deletion,ASPEED TECHNOLOGY,5274,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,,20251125,6725.0,ok,信驊,TPEx,TPEX,True,20251201,6915.0,2.8253,3.2889,-0.4636,True,20251208,6515.0,-3.1227,4.3428,-7.4655,True,20251215,6795.0,1.0409,5.4524,-4.4115,True,20251222,6800.0,1.1152,6.1245,-5.0093
Nov25,small_cap,20251124,deletion,BIZLINK HOLDING,3665,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,,20251125,1605.0,ok,貿聯-KY,TWSE,TWSE,True,20251201,1600.0,-0.3115,1.284,-1.5955,True,20251208,1515.0,-5.6075,4.8447,-10.4522,True,20251215,1475.0,-8.0997,3.2266,-11.3263,True,20251222,1475.0,-8.0997,4.2738,-12.3735
Nov25,small_cap,20251124,deletion,CHROMA ATE,2360,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,,20251125,834.0,ok,致茂,TWSE,TWSE,True,20251201,785.0,-5.8753,1.284,-7.1593,True,20251208,805.0,-3.4772,4.8447,-8.3219,True,20251215,769.0,-7.7938,3.2266,-11.0204,True,20251222,756.0,-9.3525,4.2738,-13.6263
Nov25,small_cap,20251124,deletion,GOLD CIRCUIT ELECTRONICS,2368,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,,20251125,556.0,ok,金像電,TWSE,TWSE,True,20251201,622.0,11.8705,1.284,10.5865,True,20251208,588.0,5.7554,4.8447,0.9107,True,20251215,603.0,8.4532,3.2266,5.2266,True,20251222,650.0,16.9065,4.2738,12.6327
Nov25,small_cap,20251124,deletion,KING YUAN ELECTRONICS CO,2449,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,,20251125,210.0,ok,京元電子,TWSE,TWSE,True,20251201,217.5,3.5714,1.284,2.2874,True,20251208,228.0,8.5714,4.8447,3.7267,True,20251215,221.5,5.4762,3.2266,2.2496,True,20251222,221.0,5.2381,4.2738,0.9643
Feb26,global_standard,20260227,addition,HONPRECISION,2317,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Feb26_STPublicList.pdf,,20260302,234.0,ok,鴻海,TWSE,TWSE,True,20260306,223.0,-4.7009,-4.7564,0.0555,True,20260313,214.5,-8.3333,-5.3211,-3.0122,True,20260320,203.0,-13.2479,-4.9142,-8.3337,True,20260327,199.5,-14.7436,-6.1367,-8.6069
Feb26,global_standard,20260227,deletion,CHENG SHIN RUBBER IND,2105,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Feb26_STPublicList.pdf,,20260302,30.9,ok,正新,TWSE,TWSE,True,20260306,29.35,-5.0162,-4.7564,-0.2598,True,20260313,29.4,-4.8544,-5.3211,0.4667,True,20260320,30.3,-1.9417,-4.9142,2.9725,True,20260327,30.75,-0.4854,-6.1367,5.6513
Feb26,global_standard,20260227,deletion,ECLAT TEXTILE COMPANY,1476,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Feb26_STPublicList.pdf,,20260302,402.0,ok,儒鴻,TWSE,TWSE,True,20260306,394.0,-1.99,-4.7564,2.7664,True,20260313,372.0,-7.4627,-5.3211,-2.1416,True,20260320,367.5,-8.5821,-4.9142,-3.6679,True,20260327,343.5,-14.5522,-6.1367,-8.4155
Feb26,global_standard,20260227,deletion,FENG TAY ENTERPRISE CO,9910,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Feb26_STPublicList.pdf,,20260302,91.0,ok,豐泰,TWSE,TWSE,True,20260306,90.6,-0.4396,-4.7564,4.3168,True,20260313,83.8,-7.9121,-5.3211,-2.591,True,20260320,81.3,-10.6593,-4.9142,-5.7451,True,20260327,81.0,-10.989,-6.1367,-4.8523
Feb26,global_standard,20260227,deletion,NIEN MADE ENTERPRISE CO,8464,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Feb26_STPublicList.pdf,,20260302,383.5,ok,億豐,TWSE,TWSE,True,20260306,376.0,-1.9557,-4.7564,2.8007,True,20260313,386.0,0.6519,-5.3211,5.973,True,20260320,384.0,0.1304,-4.9142,5.0446,True,20260327,345.0,-10.0391,-6.1367,-3.9024
Feb26,small_cap,20260227,addition,CHENG SHIN RUBBER IND,2105,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb26_SCPublicList.pdf,,20260302,30.9,ok,正新,TWSE,TWSE,True,20260306,29.35,-5.0162,-4.7564,-0.2598,True,20260313,29.4,-4.8544,-5.3211,0.4667,True,20260320,30.3,-1.9417,-4.9142,2.9725,True,20260327,30.75,-0.4854,-6.1367,5.6513
Feb26,small_cap,20260227,addition,DONG FANG OFFSHORE,7786,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb26_SCPublicList.pdf,,20260302,158.0,ok,東方風能,TWSE,TWSE,True,20260306,154.0,-2.5316,-4.7564,2.2248,True,20260313,145.0,-8.2278,-5.3211,-2.9067,True,20260320,136.5,-13.6076,-4.9142,-8.6934,True,20260327,131.5,-16.7722,-6.1367,-10.6355
