# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260327,84.41,0.1700000000000017,82.61,0.2600000000000051,81.23,0.37000000000000455,80.3,0.35999999999999943,1,True,True,True,,

TDCC_WINDOW_ROW_002=20260402,84.5,0.09000000000000341,82.52,-0.09000000000000341,81.15,-0.0799999999999983,80.22,-0.0799999999999983,2,False,False,False,,

TDCC_WINDOW_ROW_003=20260410,84.27,-0.23000000000000398,82.11,-0.4099999999999966,80.97,-0.18000000000000682,79.73,-0.4899999999999949,0,False,False,False,,

TDCC_WINDOW_ROW_004=20260417,83.76,-0.5099999999999909,81.48,-0.6299999999999955,80.31,-0.6599999999999966,79.53,-0.20000000000000284,0,False,False,False,,

TDCC_WINDOW_ROW_005=20260424,83.02,-0.7400000000000091,81.07,-0.4100000000000108,79.91,-0.4000000000000057,78.85,-0.6800000000000068,0,False,False,False,,

TDCC_WINDOW_ROW_006=20260430,82.91,-0.10999999999999943,80.96,-0.10999999999999943,79.93,0.020000000000010232,79.16,0.3100000000000023,1,False,True,False,,

TDCC_WINDOW_ROW_007=20260508,82.66,-0.25,80.58,-0.37999999999999545,79.31,-0.6200000000000045,79.01,-0.14999999999999147,0,False,False,False,,

TDCC_WINDOW_ROW_008=20260515,82.67,0.010000000000005116,80.76,0.18000000000000682,79.73,0.4200000000000017,79.43,0.4200000000000017,1,True,True,True,,

TDCC_WINDOW_ROW_009=20260522,82.84,0.1700000000000017,80.91,0.14999999999999147,80.01,0.28000000000000114,79.71,0.2799999999999869,2,True,True,True,,

TDCC_WINDOW_ROW_010=20260529,82.82,-0.020000000000010232,80.53,-0.37999999999999545,79.62,-0.39000000000000057,79.17,-0.539999999999992,0,False,False,False,,

TDCC_WINDOW_ROW_011=20260605,84.0,1.1800000000000068,81.9,1.3700000000000045,80.64,1.019999999999996,80.34,1.1700000000000017,1,True,True,True,,

TDCC_WINDOW_ROW_012=20260612,85.63,1.6299999999999955,83.66,1.759999999999991,82.74,2.0999999999999943,82.31,1.9699999999999989,2,True,True,True,,
