as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260320,79.45,0.09000000000000341,77.49,-0.030000000000001137,75.72,-0.030000000000001137,75.04,-0.029999999999986926,8,False,False,False,,
20260327,79.5,0.04999999999999716,77.53,0.04000000000000625,75.76,0.04000000000000625,75.08,0.03999999999999204,9,True,True,True,,
20260402,79.51,0.010000000000005116,77.54,0.010000000000005116,75.77,0.009999999999990905,75.08,0.0,10,False,True,False,,
20260410,79.3,-0.21000000000000796,77.56,0.01999999999999602,75.79,0.020000000000010232,74.85,-0.23000000000000398,11,False,True,False,,
20260417,79.13,-0.1700000000000017,77.49,-0.07000000000000739,75.53,-0.2600000000000051,74.82,-0.030000000000001137,0,False,False,False,,
20260424,79.49,0.35999999999999943,77.68,0.19000000000001194,76.09,0.5600000000000023,75.42,0.6000000000000085,1,True,True,True,,
20260430,79.4,-0.0899999999999892,77.82,0.13999999999998636,75.66,-0.4300000000000068,74.96,-0.46000000000000796,2,False,False,False,,
20260508,79.09,-0.3100000000000023,77.45,-0.36999999999999034,75.47,-0.18999999999999773,75.02,0.060000000000002274,3,False,True,False,,
20260515,79.11,0.01999999999999602,77.54,0.09000000000000341,75.58,0.10999999999999943,75.13,0.10999999999999943,4,True,True,True,,
20260522,79.23,0.12000000000000455,77.82,0.2799999999999869,75.84,0.2600000000000051,75.39,0.2600000000000051,5,True,True,True,,
20260529,79.11,-0.12000000000000455,77.52,-0.29999999999999716,75.91,0.06999999999999318,75.46,0.06999999999999318,6,False,True,False,,
20260605,78.95,-0.1599999999999966,77.37,-0.14999999999999147,75.93,0.020000000000010232,75.48,0.020000000000010232,7,False,True,False,,
