as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260430,62.66,,62.66,,60.45,,55.5,,0,False,False,False,,
20260508,62.68,0.020000000000003126,62.68,0.020000000000003126,60.47,0.01999999999999602,55.5,0.0,1,False,True,False,,
20260515,62.68,0.0,62.68,0.0,60.47,0.0,55.5,0.0,0,False,False,False,,
20260522,62.75,0.07000000000000028,62.75,0.07000000000000028,60.54,0.07000000000000028,55.5,0.0,1,False,True,False,,
20260529,62.93,0.17999999999999972,62.93,0.17999999999999972,60.72,0.17999999999999972,55.5,0.0,2,False,True,False,,
20260605,63.1,0.1700000000000017,63.1,0.1700000000000017,60.9,0.17999999999999972,58.37,2.8699999999999974,3,True,True,True,,
