# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260313,53.16,-0.010000000000005116,50.42,-0.01999999999999602,46.7,-0.01999999999999602,46.7,-0.01999999999999602,0,False,False,False,,

TDCC_WINDOW_ROW_002=20260320,53.11,-0.04999999999999716,50.37,-0.05000000000000426,46.65,-0.05000000000000426,46.65,-0.05000000000000426,0,False,False,False,,

TDCC_WINDOW_ROW_003=20260327,53.02,-0.0899999999999963,50.3,-0.07000000000000028,46.58,-0.07000000000000028,46.58,-0.07000000000000028,0,False,False,False,,

TDCC_WINDOW_ROW_004=20260402,52.94,-0.0800000000000054,50.23,-0.07000000000000028,46.51,-0.07000000000000028,46.51,-0.07000000000000028,0,False,False,False,,

TDCC_WINDOW_ROW_005=20260410,52.93,-0.00999999999999801,50.24,0.010000000000005116,46.5,-0.00999999999999801,46.5,-0.00999999999999801,1,False,False,False,,

TDCC_WINDOW_ROW_006=20260417,52.65,-0.28000000000000114,50.24,0.0,46.5,0.0,46.5,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_007=20260424,52.61,-0.03999999999999915,50.2,-0.03999999999999915,46.47,-0.030000000000001137,45.78,-0.7199999999999989,0,False,False,False,,

TDCC_WINDOW_ROW_008=20260430,52.16,-0.45000000000000284,49.78,-0.4200000000000017,46.48,0.00999999999999801,46.48,0.6999999999999957,1,False,True,False,,

TDCC_WINDOW_ROW_009=20260508,52.14,-0.01999999999999602,49.74,-0.03999999999999915,46.44,-0.03999999999999915,45.75,-0.7299999999999969,0,False,False,False,,

TDCC_WINDOW_ROW_010=20260515,52.16,0.01999999999999602,49.76,0.01999999999999602,46.46,0.020000000000003126,46.46,0.7100000000000009,1,True,True,True,,

TDCC_WINDOW_ROW_011=20260522,52.26,0.10000000000000142,49.86,0.10000000000000142,46.55,0.0899999999999963,46.55,0.0899999999999963,2,True,True,True,,

TDCC_WINDOW_ROW_012=20260529,52.56,0.30000000000000426,49.88,0.020000000000003126,46.57,0.020000000000003126,46.57,0.020000000000003126,3,True,True,True,,
