# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260306,40.13,-0.3499999999999943,36.42,-0.4799999999999969,32.86,0.060000000000002274,32.86,0.060000000000002274,3,False,True,False,,

TDCC_WINDOW_ROW_002=20260313,40.88,0.75,37.17,0.75,33.65,0.7899999999999991,32.9,0.03999999999999915,4,True,True,True,,

TDCC_WINDOW_ROW_003=20260320,40.94,0.05999999999999517,37.3,0.12999999999999545,34.44,0.7899999999999991,32.86,-0.03999999999999915,5,False,True,False,,

TDCC_WINDOW_ROW_004=20260327,42.34,1.4000000000000057,37.76,0.46000000000000085,35.47,1.0300000000000011,33.92,1.0600000000000023,6,True,True,True,,

TDCC_WINDOW_ROW_005=20260402,40.63,-1.7100000000000009,37.52,-0.23999999999999488,34.58,-0.8900000000000006,32.05,-1.8700000000000045,0,False,False,False,,

TDCC_WINDOW_ROW_006=20260410,40.87,0.23999999999999488,38.2,0.6799999999999997,34.74,0.1600000000000037,30.58,-1.4699999999999989,1,False,True,False,,

TDCC_WINDOW_ROW_007=20260417,44.14,3.270000000000003,39.82,1.6199999999999974,35.57,0.8299999999999983,32.28,1.7000000000000028,2,True,True,True,,

TDCC_WINDOW_ROW_008=20260424,44.14,0.0,39.84,0.020000000000003126,36.69,1.1199999999999974,32.6,0.3200000000000003,3,False,True,False,,

TDCC_WINDOW_ROW_009=20260430,42.45,-1.6899999999999977,39.45,-0.39000000000000057,36.91,0.21999999999999886,32.16,-0.44000000000000483,4,False,True,False,,

TDCC_WINDOW_ROW_010=20260508,41.88,-0.5700000000000003,39.31,-0.14000000000000057,36.22,-0.6899999999999977,33.83,1.6700000000000017,5,False,True,False,,

TDCC_WINDOW_ROW_011=20260515,44.54,2.6599999999999966,41.59,2.280000000000001,38.41,2.1899999999999977,35.89,2.0600000000000023,6,True,True,True,,

TDCC_WINDOW_ROW_012=20260522,47.41,2.8699999999999974,44.41,2.819999999999993,42.03,3.6200000000000045,39.47,3.5799999999999983,7,True,True,True,,
