as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260306,67.58,0.030000000000001137,66.87,0.030000000000001137,66.34,0.030000000000001137,66.34,0.030000000000001137,5,True,True,True,,
20260313,67.59,0.010000000000005116,66.88,0.009999999999990905,66.35,0.009999999999990905,66.35,0.009999999999990905,6,True,True,True,,
20260320,67.61,0.01999999999999602,66.9,0.020000000000010232,66.36,0.010000000000005116,66.36,0.010000000000005116,7,True,True,True,,
20260327,67.61,0.0,66.9,0.0,66.36,0.0,66.36,0.0,0,False,False,False,,
20260402,67.61,0.0,66.9,0.0,66.36,0.0,66.36,0.0,0,False,False,False,,
20260410,67.63,0.01999999999999602,66.92,0.01999999999999602,66.36,0.0,66.36,0.0,1,False,False,False,,
20260417,67.65,0.020000000000010232,66.94,0.01999999999999602,66.38,0.01999999999999602,66.38,0.01999999999999602,2,True,True,True,,
20260424,67.73,0.0799999999999983,67.02,0.0799999999999983,66.46,0.0799999999999983,66.46,0.0799999999999983,3,True,True,True,,
20260430,67.75,0.01999999999999602,67.04,0.020000000000010232,66.48,0.020000000000010232,66.48,0.020000000000010232,4,True,True,True,,
20260508,67.76,0.010000000000005116,67.05,0.009999999999990905,66.49,0.009999999999990905,66.49,0.009999999999990905,5,True,True,True,,
20260515,67.78,0.01999999999999602,67.07,0.01999999999999602,66.51,0.020000000000010232,66.51,0.020000000000010232,6,True,True,True,,
20260522,67.79,0.010000000000005116,67.08,0.010000000000005116,66.52,0.009999999999990905,66.52,0.009999999999990905,7,True,True,True,,
